ImageName,VietnameseName,EnglishName,Price
011.jpeg,CHÌNH MUN UM HOA CHUỐI,SIMMERED ANGUILLA BICALOR WITH BANANA FLOWER,NOT GIVEN
012.jpeg,CÀ PHÊ ĐEN,BLACK COFFEE,35000
012.jpeg,CÀ PHÊ SỮA,MILK COFFEE,40000
012.jpeg,BẠC XỈU,WHITE COFFEE,40000
012.jpeg,CÀ PHÊ DỪA,COCONUT COFFEE,50000
013.jpeg,ESPRESSO,ESPRESSO,40000
013.jpeg,AMERICANO,AMERICANO,40000
013.jpeg,CAPPUCCINO,CAPPUCCINO,45000
013.jpeg,LATTE,LATTE,45000
013.jpeg,MOCHA,MOCHA,50000
013.jpeg,CARAMEL MACCHIATO,CARAMEL MACCHIATO,50000
013.jpeg,ESPRESSO SHOT,ESPRESSO SHOT,20000
013.jpeg,WHIPPING CREAM,WHIPPING CREAM,15000
013.jpeg,SAUCE/ SYRUP,SAUCE/ SYRUP,15000
013.jpeg,FRESH MILK/ CONDENSED MILK,FRESH MILK/ CONDENSED MILK,15000
014.jpeg,V60,V60,55000
014.jpeg,COLD BREW,COLD BREW,55000
015.jpeg,CHÁO BÒ BẰM,BEEF CONGEE,70000
015.jpeg,CHÁO CÁ BÓP,COBIA FISH CONGEE,135000
015.jpeg,CHÁO CÁ LÓC,SNAKEHEAD CONGEE,125000
015.jpeg,CHÁO GÀ,CHICKEN CONGEE,270000
015.jpeg,CHÁO LƯƠN,EEL CONGEE,95000
015.jpeg,CHÁO HẢI SẢN,SEAFOOD CONGEE,80000
015.jpeg,CHÁO HÀU,OYSTERS CONGEE,80000
015.jpeg,CHÁO THẬP CẨM,MIXED CONGEE,80000
015.jpeg,CHÁO TÔM,SHRIMP CONGEE,80000
015.jpeg,CHÁO TRẮNG CÁ CƠM KHO,WHITE CONGEE WITH STEWED ANCHOVY,80000
015.jpeg,CƠM CHIÊN CÁ MẶN,GRILLED RICE WITH SALTED FISH,80000
015.jpeg,CƠM CHIÊN DƯƠNG CHÂU,DUONG CHAU FRIED RICE,80000
015.jpeg,CƠM CHIÊN HẢI SẢN,FRIED RICE WITH SEAFOOD,80000
015.jpeg,CƠM CHIÊN THẬP CẨM,MIXED FRIED RICE,80000
015.jpeg,CƠM CHIÊN TÔM,FRIED RICE WITH SHRIMP,80000
015.jpeg,CƠM CHIÊN TRỨNG,FRIED RICE WITH EGG,55000
015.jpeg,CƠM CHIÊN MUỐI ỚT,FRIED RICE WITH SPICY SALT,55000
015.jpeg,CƠM CHIÊN TỎI,FRIED RICE WITH GARLIC,55000
015.jpeg,BÚN SÓNG THẦN XÀO HẢI SẢN,TSUNAMI STIR RICE NOODLE WITH SEAFOOD,160000
015.jpeg,BÚN SÓNG THẦN XÀO LÒNG GÀ,TSUNAMI STIR RICE NOODLE WITH CHICKEN GUTS,120000
015.jpeg,BÚN SÓNG THẦN XÀO NẤM THỊT BÒ,TSUNAMI STIR RICE NOODLE WITH MUSHROOM AND BEEF,160000
015.jpeg,MÌ XÀO BÊ,STIR NOODLE WITH CALF,80000
015.jpeg,MÌ XÀO BÒ,STIR NOODLE WITH BEEF,80000
015.jpeg,MÌ XÀO CẢI,STIR NOODLE WITH VEGETABLE,55000
015.jpeg,MÌ XÀO HẢI SẢN,STIR NOODLE WITH SEAFOOD,85000
015.jpeg,MÌ XÀO THẬP CẨM,MIXED STIR NOODLE,85000
015.jpeg,MÌ XÀO TÔM,STIR NOODLE SHRIMP,85000
016.jpeg,ĐUÔI BÒ HẦM BÍ ĐỎ,COW TAIL STEAM WITH PUMPKIN,280000
016.jpeg,GÂN PÍN BÒ THÊM,ADDITIONAL COW BALL TENDON,70000
016.jpeg,GÂN BÒ PÍN BÒ HẦM THUỐC BẮC,STEAMED COW BALL TENDON WITH CHINESE HERBS,180000
016.jpeg,GÂN BÒ HẦM NGŨ QUẢ,STEAMED COW BALL TENDON WITH FRUITS,180000
016.jpeg,GÂN BÒ HẤP XẢ,COW TENDON STEAM WITH CITRONELLA,100000
016.jpeg,GÂN BÍN BÒ XÀO NẤM,STIR FRIED COW BALL TENDON WITH MUSHROOM,180000
016.jpeg,NGỌC DƯƠNG TIÊM BÍ ĐỎ,GOAT BALL STEAM WITH PUMKINP,750000
016.jpeg,NGỌC DƯƠNG TIÊM THUỐC BẮC,GOAT BALL STEAM WITH CHINESE HERBS,750000
016.jpeg,NGỌC KÊ HẤP HÀNH,STEAMED CHICKEN BALL WITH SCALLION,220000
016.jpeg,NGỌC KÊ XÀO NẤM,STIR FRIED CHICKEN BALL WITH MUSHROOM,220000
016.jpeg,NGỌC KÊ BÍN BÒ XÀO NẤM,STIR FRIED CHICKEN BALL AND COW TENDON WITH MUSHROOM,220000
017.jpeg,CÁ LÓC CHIÊN XÙ,CRUNCHY FRIED SNAKEHEAD,120000
017.jpeg,CÁ LÓC HẤP BẦU,STEAMED SNAKEHEAD WITH BOTTLE GOURD,130000
017.jpeg,CÁ LÓC NẤU LÁ GIANG,STEAMED SNAKEHEAD WITH RIVER LEAF,130000
017.jpeg,CÁ LÓC NƯỚNG GIA VỊ,GRILLED SNAKEHEAD WITH FLAVOUR,120000
017.jpeg,CÁ LÓC NƯỚNG ỐNG TRE,GRILLED SNAKEHEAD IN BAMBOO,130000
017.jpeg,CÁ LÓC NẤU DỪA,STEAMED SNAKEHEAD WITH COCONUT,130000
017.jpeg,CÁ LÓC UM CHUỐI CAY,SIMMERED SNAKEHEAD WITH SPICY BANANA,130000
017.jpeg,CÁ NINJA NƯỚNG,GRILLED SEA LAMPREY,85000
017.jpeg,CÁ NINJA UM,SIMMERED SEA LAMPREY,110000
017.jpeg,CÁ NGỪ ĐẠI DƯƠNG MÙ TẠT,THYNNUS WITH WASABI,160000
017.jpeg,MẮT CÁ NGỪ ĐẠI DƯƠNG CHƯNG,BOILED THYNNUS EYES,55000
017.jpeg,MẮT CÁ NGỪ ĐẠI DƯƠNG HẦM THUỐC BẮC,STEAMED THYNNUS EYES WITH CHINESE HERBS,55000
017.jpeg,MẮT CÁ NGỪ ĐẠI DƯƠNG HẦM TIÊU,STEAMED THYNNUS EYES WITH PEPPER,55000
017.jpeg,CÁ NGỪ ĐẠI DƯƠNG NẤU LÁ GIANG,BOILED THYNNUS WITH RIVER LEAF,55000
017.jpeg,CÁ MÚ HẤP GIA VỊ,STEAMED GROUPER WITH FLAVOUR,NOT GIVEN
017.jpeg,CÁ MÚ HẤP XÌ DẦU,STEAMED GROUPER WITH SOY SAUCE,NOT GIVEN
017.jpeg,CÁ MÚ KHO CHÁO TRẮNG,STEW GROUPER WITH WHITE CONGEE,NOT GIVEN
017.jpeg,CÁ MÚ NƯỚNG MUỐI ỚT,GRILLED GROUPER WITH SPICY SALT,NOT GIVEN
017.jpeg,CÁ MÚ PHILE MÙ TẠT,GROUPER FILLET WITH WASABI,NOT GIVEN
017.jpeg,CÁ MÚ SỐNG MÙ TẠT CHÁO,FRESH GROUPER WITH WASABI AND CONGEE,NOT GIVEN
017.jpeg,CÁ MẬP NHÚNG DẤM,SHARK DIP VINEGAR,NOT GIVEN
017.jpeg,CÁ MẬP MÙ TẠC,SHARK WITH WASABI,NOT GIVEN
017.jpeg,CÁ MẬP CHÁO ĐẬU XANH,SHARK WITH GREEN BEAN CONGEE,NOT GIVEN
017.jpeg,CÁ TẦM MÙ TẠC,STURGEON WITH WASABI,NOT GIVEN
017.jpeg,CÁ TẦM RANG MUỐI,STURGEON WITH SALT,NOT GIVEN
017.jpeg,CÁ TẦM RANG MUỐI ỚT,STIR FRIED STURGEON WITH SPICY SALT,NOT GIVEN
017.jpeg,CÁ TẦM NẤU MĂNG CHUA,BOILED STURGEON WITH SOUR BAMBOO SHOOTS,NOT GIVEN
017.jpeg,CÁ TẦM NẤU LÁ GIANG,BOILED STURGEON WITH RIVER LEAF,NOT GIVEN
017.jpeg,LẨU CÁ TẦM,STURGEON HOTPOT,NOT GIVEN
017.jpeg,CÁ LĂNG NƯỚNG RIỀNG XẢ,GRILLED CRYSTAL EYED CATFISH WITH GALANGAL,NOT GIVEN
017.jpeg,CÁ LĂNG NƯỚNG NGHỆ,GRILLED CRYSTAL EYED CATFISH WITH TURMERIC,NOT GIVEN
017.jpeg,CÁ LĂNG NẤU MĂNG CHUA,BOILED CRYSTAL EYED CATFISH WITH SOUR BAMBOO SHOOTS,NOT GIVEN
017.jpeg,CÁ LĂNG NẤU CHÁO,BOILED CRYSTAL EYED CATFISH CONGEE,NOT GIVEN
018.jpeg,CÀ TÍM DÊ CHIÊN GIÒN,CRUNCHY FRIED GOAT BALL,65000
018.jpeg,CHÁO CHAY,VEGETARIAN CONGEE,70000
018.jpeg,CHÁO NẤM,MUSHROOM CONGEE,55000
018.jpeg,CƠM CHIÊN CHAY,VEGETARIAN FRIED RICE,65000
018.jpeg,GỎI CHAY,VEGETARIAN SALAD,60000
018.jpeg,LẨU NẤM CHAY,VEGETARIAN MUSHROOM HOTPOT,150000
018.jpeg,MÌ XÀO CHAY CHIÊN GIÒN,CRUNCHY STIR FRIED VEGETARIAN NOODLE,65000
018.jpeg,MÌ XÀO NẤM CHAY,STIR FRIED VEGETARIAN NOODLE WITH MUSHROOM,70000
018.jpeg,MIẾN XÀO CHAY,STIR FRIED VEGETARIAN RICE NOODLE,85000
018.jpeg,MIẾN XÀO NẤM,STIR FRIED RICE NOODLE WITH MUSHROOM,70000
018.jpeg,NẤM KHO TIÊU CHAY CƠM TRẮNG,STEW VEGETARIAN MUSHROOM PEPPER WITH WHITE RICE,85000
018.jpeg,NẤM XÀO,STIR FRIED MUSHROOM,55000
019.jpeg,MAMA MIA,MAMA MIA,55000
019.jpeg,HEALING SOUL,HEALING SOUL,55000
020.jpeg,PINEAPPLE,PINEAPPLE,45000
020.jpeg,PASSION FRUIT,PASSION FRUIT,45000
020.jpeg,TROPICAL HONEY,TROPICAL HONEY,50000
020.jpeg,SUNSET KISS,SUNSET KISS,50000
020.jpeg,ENERGY BOOSTER,ENERGY BOOSTER,55000
020.jpeg,PASSION LOVE,PASSION LOVE,55000
021.jpeg,DAISY BLOOM ,DAISY BLOOM ,50000
021.jpeg,AMBER ISLAND,AMBER ISLAND,50000
022.jpeg,GÀ TA HẤP NẤM,STEAMED CHICKEN WITH MUSHROOM,270000
022.jpeg,GÀ 3 MÓN,3 DISHES CHICKEN,310000
022.jpeg,GÀ NƯỚNG ỐNG TRE,GRILLED CHICKEN IN BAMBOO,160000
022.jpeg,GÀ TA CHIÊN MẮM,FRIED CHICKEN WITH FISH SAUCE,270000
022.jpeg,GÀ TA TIỀM ỚT HIỂM,STIR CHICKEN WITH CHINESE HERBS,310000
022.jpeg,GÀ TA HẤP HÀNH,STEAMED CHICKEN WITH SCALLIONS,270000
022.jpeg,GÀ TA HẤP LÁ CHANH,STEAMED CHICKEN WITH LIME LEAF,270000
022.jpeg,GÀ TA NƯỚNG MUỐI ỚT,GRILLED CHICKEN WITH SPICY SALT,270000
022.jpeg,GÀ TA XÀO XẢ ỚT,STIR FRIED CHICKEN WITH CITRONELLA AND SPICY,270000
022.jpeg,GỎI GÀ XÉ PHAY RAU RĂM,SHREDDED CHICKEN SALAD WITH LAKSA LEAVES,270000
022.jpeg,CHIM CÚT CHIÊN MẮM,FRIED QUAIL WITH FISH SAUCE,20000
022.jpeg,CHIM CÚT NẤU RAU MUỐNG,BOILED QUAIL WATER MORNING GLORY,70000
022.jpeg,CHIM CÚT NƯỚNG,GRILLED QUAIL,20000
023.jpeg,CHẢ TÔM,SHRIMP CAKE,95000
023.jpeg,CHẢ ỐC NƯỚNG GIẤY BẠC,BROILED SNAIL ROLLS,105000
023.jpeg,CHẢ ỐC CHIÊN,GRILLED SHRIMP CAKE,95000
023.jpeg,CHẢ RAM TÔM ĐẤT,FRIED SPRING ROLL SHRIMP,75000
023.jpeg,BẮP XÀO HÀNH,STIR FRIED CORN WITH SCALLIONS,55000
023.jpeg,BẮP XÀO TÔM,STIR FRIED CORN WITH SHRIMP,65000
023.jpeg,BẮP LUỘC CHẤM TRỨNG,BOILED CORN WITH EGG,50000
023.jpeg,CẢI XÀO NẤM,STIR FRIED VEGETABLE WITH MUSHROOM,75000
023.jpeg,CHẢ CÁ THÁC LÁC CHIÊN,GRILLED THAC LAC FISH ,75000
023.jpeg,ĐẬU HŨ CHIÊN,FRIED TOFU,50000
023.jpeg,ĐẬU HŨ CHIÊN XẢ ỚT,FRIED TOFU WITH SPICY CITRONELLA,55000
023.jpeg,ĐẬU HŨ HẤP,STEAMED TOFU,50000
023.jpeg,ĐẬU HŨ MẮM TÔM,TOFU WITH SHRIMP PASTE,50000
023.jpeg,ĐẬU HŨ SỐT CÀ,TOFU WITH TOMATO SAUCE,60000
023.jpeg,ĐẬU HŨ XÔNG KHÓI,SMOKED TOFU,95000
023.jpeg,ĐẬU NON CHIÊN XÙ,CRUNCHY FRIED TOFU,60000
023.jpeg,ĐẬU NON HẤP,STEAMED TOFU,60000
023.jpeg,ĐẬU NON LƯỚT VÁN,TOFU WINDSURFING,65000
023.jpeg,KHỔ QUA DĂM BÔNG,BITTER GOURD WITH HAM,60000
023.jpeg,KHOAI LANG XÓC MUỐI,SWEET POTATO WITH SALT,60000
023.jpeg,KHOAI LANG CHIÊN MẮM,FRIED SWEET POTATO WITH FISH SAUCE,60000
023.jpeg,KHOAI TÂY CHIÊN,FRIED SWEET POTATO  ,60000
023.jpeg,NGŨ QUẢ LUỘC KHO QUẸT,VIETNAMESE VEGETABLE DIP,75000
023.jpeg,PHÔ MAI CHIÊN XÙ,CRUNCHY FRIED CHEESE,90000
023.jpeg,RAU RỪNG MẮM CUA,WILD EDIBLE VEGETABLE WITH CRAB SAUCE,75000
023.jpeg,SỤN GÀ CHIÊN BỘT,FRIED CHICKEN CARTILAGE WITH FLOUR,95000
023.jpeg,SỤN GÀ CHIÊN MẮM,FRIED CHICKEN CARTILAGE WITH FISH SAUCE,95000
023.jpeg,TRỨNG NON XÀO MƯỚP,FRIED EGG WITH LOOFAH,95000
023.jpeg,TRỨNG NON XÀO NẤM,FRIED EGG WITH MUSHROOM,100000
024.jpeg,TIGER NÂU,BROWN TIGER,16000
024.jpeg,TIGER BẠC,CRYSTAL TIGER,18000
024.jpeg,TIGER LON,TIGER CAN,18000
024.jpeg,KEN CHAI,HEINEKEN BOTTLE,19000
024.jpeg,KEN LON,HEINEKEN CAN,21000
024.jpeg,KEN SILIC (KEN CAO),HEINEKEN SILIC,24000
024.jpeg,KEN YẾN,SWALLOW HEINEKEN,2800
024.jpeg,SÀI GÒN TRẮNG,WHITE SAI GON,14000
024.jpeg,SÀI GÒN SPECIAL,SPECIAL SAI GON,16000
024.jpeg,NƯỚC NGỌT,SOFT DRINK,14000
024.jpeg,BÒ HÚC,REDBULL,16000
024.jpeg,NƯỚC SUỐI,WATER,10000
025.jpeg,ẾCH NƯỚNG ỐNG TRE,GRILLED FROG WITH BAMBOO,95000
025.jpeg,ẾCH NƯỚNG MỌI,GRILLED FROG  ,80000
025.jpeg,ẾCH CHIÊN BƠ,FRIED FROG WITH BUTTER,80000
025.jpeg,ẾCH CHIÊN BỘT,FRIED FROG WITH FLOUR,80000
025.jpeg,ẾCH CHIÊN GIÒN,CRUNCHY FRIED FROG,80000
025.jpeg,ẾCH GIA VỊ,FLAVOUR FROG,80000
025.jpeg,ẾCH XÀO LĂN,STIR FRIED FROG,80000
025.jpeg,ẾCH XÀO XẢ ỚT,STIR FRIED FROG WITH SPICY CITRONELLA,80000
026.jpeg,HOT JASMINE TEA,HOT JASMINE TEA,50000
026.jpeg,MELON CRUSH,MELON CRUSH,50000
026.jpeg,CHOCOLATE HOT,CHOCOLATE HOT,50000
026.jpeg,CHOCOLATE ICED,CHOCOLATE ICED,50000
026.jpeg,MATCHA HOT,MATCHA HOT,50000
026.jpeg,MATCHA ICED,MATCHA ICED,50000
026.jpeg,FRAPPE,FRAPPE,55000
026.jpeg,HEAVEN SOUR,HEAVEN SOUR,55000
027.jpeg,BÚN ĐẬU GÁNH ĐẶC BIỆT,SPECIAL TOFU SHRIMP SAUCE AND NOODLE,79000
027.jpeg,LẨU RIÊU CUA NHỎ,MINCED CRAB HOTPOT S,110000
027.jpeg,LẨU RIÊU CUA LỚN,MINCED CRAB HOTPOT L,165000
027.jpeg,CÁ NỤC NƯỚNG GIẤY BẠC,BROILED ROUND SCAB,65000
027.jpeg,TRỨNG CÚT LỘN,SCRAMBLED EGG,45000
027.jpeg,CHÂN GÀ XÀO CAY,STIR FRIED CHICKEN LEG ,45000
027.jpeg,RAM CHẢ ỐC,FRIED SNAIL,45000
027.jpeg,ẾCH XÔI,FROG SAVORY,85000
027.jpeg,BÁNH TRÁNG CUỘN THỊT XÁ XÍU,SPRING ROLL WITH CHAR SIU,55000
027.jpeg,BÒ NỔI LỬA,FIRE BEEF,79000
027.jpeg,BÚN ĐẬU GÁNH ĐẶC BIỆT,SPECIAL TOFU SHRIMP SAUCE AND NOODLE,79000
027.jpeg,BÚN ĐẬU CHẢ CỐM,SPRING ROLL TOFU SHRIMP SAUCE AND NOODLE,42000
027.jpeg,BÚN ĐẬU THẬP CẨM,MIXED TOFU SHRIMP SAUCE AND NOODLE,42000
027.jpeg,BÚN ĐẬU,TOFU SHRIMP SAUCE AND NOODLE,25000
027.jpeg,BÚN,RICE NOODLE,7000
027.jpeg,ĐẬU KHUÔN,TOFU,10000
027.jpeg,THỊT LUỘC,BOILED PORK,30000
027.jpeg,LÒNG NƯỚNG,GRILLED GUTS,45000
027.jpeg,NEM CHUA RÁN,STIR SOUR MEAT BALL,32000
027.jpeg,NEM RÁN,STIR MEAT BALL,32000
027.jpeg,CHẢ CỐM,SPRING ROLL,30000
027.jpeg,DỒI,SAUSAGE,45000
027.jpeg,CHẢ CỐM LÒNG NƯỚNG NEM CHUA,SPRING ROLL GRILLED GUTS AND SOUR MEATBALL,42000
027.jpeg,LÒNG NƯỚNG DỒI NEM CHUA,GRILLED GUTS SAUSAGE AND SOUR MEATBALL,42000
028.jpeg,COMBO NƯỚNG,GRILLED COMBO,99000
028.jpeg,BA CHỈ NƯỚNG,GRILLED BACON,59000
028.jpeg,BÒ NƯỚNG,GRILLED BEEF,69000
028.jpeg,LÒNG NƯỚNG,GRILLED GUTS,69000
028.jpeg,ẾCH NƯỚNG,GRILLED FROG,69000
028.jpeg,CHÂN GÀ RÚT XƯƠNG ,BONELESS CHICKEN LEG,69000
028.jpeg,RÚT XƯƠNG,BONELESS  ,75000
028.jpeg,BÒ CUỘN NẤM KIM CHÂM,BEEF ROLL FLAMMULINA FILIFORMIS,45000
028.jpeg,CHÂN GÀ SỐT THÁI,CHICKEN LEG WITH THAI SAUCE,55000
028.jpeg,TRÉ TRỘN,MIXED SPRING ROLL,60000
028.jpeg,GỎI BÒ BÁNH ĐA,BEEF SALAD WITH RICE PAPER,45000
028.jpeg,RAM CHẢ ỐC,FRIED SNAIL,45000
028.jpeg,RAM TÔM CUỐN CẢI,FRIED SHRIMP ROLL VEGETABLE,55000
028.jpeg,ỐC BƯƠU NHỒI THỊT,SNAIL STUFFED MEAT,45000
028.jpeg,CHÂN GÀ XÀO CAY,STIR FRIED SPICY CHICKEN LEG ,45000
028.jpeg,TRỨNG CÚT LỘN BƠ TỎI,MIXED QUAIL EGG WITH BUTTER AND GARLIC,30000
028.jpeg,TRỨNG CÚT LỘN XÀO ME,STIR FRIED QUAIL EGG WITH GUAVA,30000
028.jpeg,CÁ VIÊN CHIÊN,FRIED FISH BALL,30000
028.jpeg,KHOAI LANG KÉN,ROLLED SWEET POTATO,12000
028.jpeg,TRÀ CHANH ,GREEN TEA,12000
028.jpeg,TRÀ TẮC,KUMQUAT TEA,18000
028.jpeg,TRÀ THẢO MỘC HẠT CHIA,HERBS TEA WITH CHIA,18000
028.jpeg,TRÀ TẮC THẢO MỘC,KUMQUAT TEA WITH HERBS,20000
028.jpeg,CHÈ DƯỠNG NHAN YẾN TUYẾT,SNOW NEST BEAUTY TEA,12000
028.jpeg,PEPSI COCA,PEPSI COCA,12000
028.jpeg,KHOÁNG LẠC,MINERAL WATER,10000
028.jpeg,NƯỚC SUỐI,WATER,10000
028.jpeg,BÒ HÚC,RED BULL,18000
028.jpeg,TIGER,TIGER CAN,18000
028.jpeg,HEINEKEN,HEINEKEN,23000
029.jpeg,LẨU CÁ BÓP ,COBIA FISH HOTPOT,260000
029.jpeg,LẨU CÁ DÌA NẤU LÁ GIANG,RABBITFISH HOTPOT WITH RIVER LEAF,NOT GIVEN
029.jpeg,LẨU CÁ ĐUỐI,RAY HOTPOT,190000
029.jpeg,LẨU CÁ LÓC,SNAKEHEAD HOTPOT,140000
029.jpeg,LẨU CÁ MÚ,GROUPER HOTPOT,NOT GIVEN
029.jpeg,LẨU CÁ THÁC LÁC KHỔ QUA,THAC LAC FISH HOTPOT WITH BITTER GOURD,220000
029.jpeg,LẨU CÁ THÁC LÁC LÁ GIANG,THAC LAC FISH HOTPOT WITH RIVER LEAF,220000
029.jpeg,LẨU CUA GẠCH,BRICK CRAB HOTPOT,NOT GIVEN
029.jpeg,LẨU CUA THỊT,MEAT CRAB HOTPOT,NOT GIVEN
029.jpeg,LẨU GÀ LÁ É,CHICKEN HOTPOT WITH ELM LEAVES,290000
029.jpeg,LẨU GÀ LÁ GIANG,CHICKEN HOTPOT WITH RIVER LEAF,290000
029.jpeg,LẨU BÒ CHUA CAY,SPICY SOUR BEFF HOTPOT,240000
029.jpeg,LÂU ĐUÔI MÓNG BÒ,COW TAIL HOTPOT,240000
029.jpeg,LẨU ẾCH LÁ GIANG,FROG HOTPOT WITH RIVER LEAF,140000
029.jpeg,LẨU GHẸ,SENTINEL CRAB HOTPOT,NOT GIVEN
029.jpeg,LẨU HẢI SẢN,SEAFOOD HOTPOT,240000
029.jpeg,LẨU LƯƠN,EEL HOTPOT,220000
029.jpeg,LẨU MỰC,SQUID HOTPOT,240000
029.jpeg,LẨU SỨA NƯỚC LÈO,JELLY FISH HOTPOT,240000
029.jpeg,LẨU THÁI,THAI HOTPOT,240000
029.jpeg,LẨU THẬP CẨM,MIXED HOTPOT,240000
030.jpeg,ỐC LEN XÀO DỪA,SITR FRIED WOOLEN SNAIL WITH COCONUT,95000
030.jpeg,ỐC NHẢY ĐỎ HẤP,STEAMED RED JUMPING SNAIL ,NOT GIVEN
030.jpeg,ỐC NHẢY HẤP,STEAMED JUMPING SNAIL ,NOT GIVEN
030.jpeg,CHÌNH BIỂN UM HOA CHUỐI,SIMMERD SHORT FINNED EEL WITH BANANA FLOWER,380000
030.jpeg,SÒ ĐIỆP NƯỚNG MỠ HÀNH,GRILLED SCALLOPS WITH SCALLION OIL,95000
030.jpeg,SÒ HUYẾT HẤP,STEAMED COCKLES,125000
030.jpeg,SÒ HUYẾT NƯỚNG,GRILLED COCKLES,125000
030.jpeg,SÒ HUYẾT RAM ME,STIR COCKLES WITH GUAVA,125000
030.jpeg,SÒ LỤA HẤP,STEAMED SCALLOP,135000
030.jpeg,SÒ LỤA XÀO HÙNG QUẾ,STIR FRIED SCALLOP WITH BASIL,135000
030.jpeg,TU HÀI TRẮNG NƯỚNG MỠ HÀNH,GRILLED WHITE GEODUCK WITH SCALLION OIL,NOT GIVEN
030.jpeg,TU HÀI VOI HẤP,STEAMED GEODUCK,NOT GIVEN
030.jpeg,TU HÀI VOI NƯỚNG MỠ HÀNH,GRILLED GEODUCK WITH SCALLION OIL,NOT GIVEN
030.jpeg,XÌA ĐEN HẤP SẢ ỚT,STEAMED BLACK CLAM WITH SPICY CITRONELLA,110000
030.jpeg,XÌA ĐEN HẤP THÁI,THAI STEAMED BLACK CLAM,110000
030.jpeg,XÌA ĐEN NƯỚNG MỠ HÀNH,GRILLED BLACK CLAM WITH SCALLION OIL,110000
030.jpeg,XÌA TRẮNG HẤP,STEAMED WHITE CLAM,60000
030.jpeg,HÀU ĐỔ CHẢ TRỨNG,EGG ROLL OYSTER,95000
030.jpeg,HÀU MÙ TẠT,OYSTER WITH WASABI,130000
030.jpeg,HÀU NƯỚNG MỠ HÀNH,GRILLED OYSTER WITH SCALLION OIL,130000
030.jpeg,HÀI NƯỚNG MỌI,GRILLED OYSTER,130000
030.jpeg,HÀU NƯỚNG PHÔ MAI,GRILLED OYSTER WITH CHEESE,130000
030.jpeg,HÀU SỮA NHÚNG,DIP BABY OYSTER,130000
031.jpeg,KHOAI TÂY CHIÊN,FRIED POTATO,25000
031.jpeg,KHOAI TÂY LẮC PHÔ MAI,POTATO SHAKE CHEESE,30000
031.jpeg,BÁNH GẠO PHÔ MAI,TOKBOKKI WITH CHEESE,30000
031.jpeg,MAN ĐU CHIÊN,FRIEDDUMPLING,30000
031.jpeg,XÚC XÍCH ĐỨC,GERMAN SAUSAGE,10000
031.jpeg,TOKBOKKI TRUYỀN THỐNG,TRADITIONAL TOKBOKKI,30000
031.jpeg,TOKBOKKI BẮP MỸ,AMERICAN CORN TOKBOKKI,35000
031.jpeg,TOKBOKKI XÚC XÍCH ĐỨC,TOKBOOKI WITH GERMAN SAUSAGE,35000
031.jpeg,TOKBOKKI NHÂN PHÔ MAI,TOKBOKKI WITH CHEESE CORE,40000
031.jpeg,TOKBOKKI PHÔ MAI BẮP MỸ,AMERICAN CORN TOKBOKKI WITH CHEESE,45000
031.jpeg,TOKBOKKI PHÔ MAI XÚC XÍCH ĐỨC,TOKBOKKI WITH CHEESE AND GERMAN SAUSAGE,45000
031.jpeg,NEM CHUA RÁN ,STIR FRIED SOUR MEATBALL,35000
031.jpeg,KHOAI LANG KÉN,ROLLED SWEET POTATO,30000
031.jpeg,CƠM BẮP BÒ SA TẾ,RICE WITH SPICY COW MUSCLE,40000
031.jpeg,CƠM BẠCH TUỘC SA TẾ,RICE WITH SPICY OCTOPUS,40000
031.jpeg,MỲ CAY KIM CHI BÒ,SPICY NOODLE WITH KIMCHI AND BEEF,40000
031.jpeg,MỲ CAY KIM CHI BẠCH TUỘC,SPICY NOODLE WITH KIMCHI AND OCTOPUS,40000
031.jpeg,MỲ CAY NẤM KIM CHÂM,SPICY NOODLE WITH FLAMMULINA FILIFORMIS,40000
031.jpeg,MỲ CAY XÚC XÍCH ĐỨC,SPICY NOODLE WITH GERMAN SAUSAGE,40000
031.jpeg,MỲ TRỘN GÀ CAY PHÔ MAI,MIXED NODDLE WITH SPICY CHCIKEN AND CHEESE,45000
031.jpeg,MỲ TRỘN BÒ CAY PHÔ MAI,MIXED NODDLE WITH SPICY BEEF AND CHEESE,45000
031.jpeg,MỲ TRỘN BẠCH TUỘC CAY PHÔ MAI,MIXED NOODLE WITH SPICY OCTOPUS AND CHEESE,45000
031.jpeg,CƠM GÀ CHÍP SỐT CAY ,CHICKEN CHIP RICE WITH SPICY SAUCE,37000
031.jpeg,CƠM GÀ CHÍP SỐT NGỌT,CHICKEN CHIP RICE WITH SWEET SAUCE,37000
031.jpeg,GÀ TOK SỐT CAY,CHICKEN TOK WITH SPICY SAUCE,35000
031.jpeg,GÀ TOK SỐT CAY PHÔ MAI,CHICKEN TOK WITH SPICY SAUCE AND CHEESE,40000
031.jpeg,GÀ GIÒN SỐT CHUA CAY,CRIPSY CHICKEN WITH SPICY SOUR SAUCE,65000
031.jpeg,GÀ GIÒN SỐT CHUA NGỌT,SRIPSY CHICKEN WITH SOUR SWEET SAUCE,65000
031.jpeg,GÀ CAY BÁNH MÌ,SPICY CHICKEN WITH BREAD,50000
031.jpeg,GÀ CAY PHÔ MAI BÁNH MÌ,SPICY CHICKEN WITH CHEESE BREAD,60000
031.jpeg,BẠCH TUỘC XÀO CAY BÁNH MÌ,STIR FRIED SPICY OCTOPUS WITH BREAD,55000
